Index,busmap
way/1409483752-220,GB B0
way/1409483753-220,GB B0
virtual_way/895593221:0-220,GB B1a-B0
way/1388533383-220,GB B5-B4
way/1388533384-220,GB B5-B4
virtual_way/1078525351:0-220,GB B5-B4
virtual_way/635947176:1-254,GB B8-NW3-B7a
virtual_way/635829119:0-220,GB B9-SW1-EC5-B13-LE1-SC1.5
way/635713005-220,GB B8-NW3-B7a
virtual_way/264105401:1-150,GB SC3-SC2
